라자호텔,3급,서울 송파구 오금로11길 11-21,깨끗해요,침구가 좋아요,조용히 쉬기 좋아요,친절해요,방음이 잘돼요
-,-,-,-,-,-,-,-
레이크인,호텔,서울 송파구 석촌호수로 216 호텔 레이크,친절해요,깨끗해요,조용히 쉬기 좋아요,뷰가 좋아요,침구가 좋아요
-,-,-,-,-,-,-,-
머니호텔,모텔,서울 송파구 올림픽로34길 9,깨끗해요,침구가 좋아요,친절해요,조용히 쉬기 좋아요,냉난방이 잘돼요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
첼로호텔,호텔,서울 송파구 오금로11길 23-19,친절해요,침구가 좋아요,깨끗해요,주차하기 편해요,호캉스하기 좋아요
IMT모텔,모텔,서울 송파구 올림픽로34길 5 선학파크,조용히 쉬기 좋아요,친절해요,침구가 좋아요,깨끗해요,즐길 거리가 많아요
-,-,-,-,-,-,-,-
라몬,모텔,서울 송파구 올림픽로12길 5-11,깨끗해요,침구가 좋아요,조용히 쉬기 좋아요,근처에 갈 곳이 많아요,친절해요
호텔 짬,모텔,서울 송파구 올림픽로30길 8,침구가 좋아요,조용히 쉬기 좋아요,근처에 갈 곳이 많아요,친절해요,대중교통이 편해요
-,-,-,-,-,-,-,-
아이다호텔,호텔,서울 송파구 올림픽로34길 3-6 아이다,친절해요,깨끗해요,조용히 쉬기 좋아요,대중교통이 편해요,방음이 잘돼요
IM HOTEL,모텔,서울 송파구 올림픽로32길 6,조용히 쉬기 좋아요,친절해요,근처에 갈 곳이 많아요,깨끗해요,주차하기 편해요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
WYNN,모텔,서울 송파구 올림픽로12길 5-21 보보스모텔,깨끗해요,친절해요,화장실이 잘 되어있어요,침구가 좋아요,조용히 쉬기 좋아요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
타임모텔,모텔,서울 송파구 올림픽로32길 4 타임모텔,친절해요,깨끗해요,냉난방이 잘돼요,침구가 좋아요,조용히 쉬기 좋아요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
호텔상주,3급,서울 송파구 올림픽로8길 19,조식이 맛있어요,친절해요,조용히 쉬기 좋아요,깨끗해요,침구가 좋아요
히트모텔,모텔,서울 송파구 올림픽로8길 4-3 히트모텔,조용히 쉬기 좋아요,친절해요,침구가 좋아요,인테리어가 멋져요,근처에 갈 곳이 많아요
-,-,-,-,-,-,-,-
올리브호텔,호텔,서울 송파구 오금로11길 55-21,깨끗해요,조용히 쉬기 좋아요,친절해요,대중교통이 편해요,침구가 좋아요
-,-,-,-,-,-,-,-
월드그린,게스트하우스,서울 송파구 송이로34길 45-1,친절해요,깨끗해요,주차하기 편해요,조용히 쉬기 좋아요,파티가 재밌어요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
청하,레지던스,서울 송파구 백제고분로7길 32-18 영해빌딩,주차하기 편해요,근처에 갈 곳이 많아요,대중교통이 편해요,깨끗해요,인테리어가 멋져요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
HAO HOTEL,모텔,서울 송파구 오금로11길 23-14,조용히 쉬기 좋아요,깨끗해요,친절해요,냉난방이 잘돼요,침구가 좋아요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
시그니엘 서울 스테이,프랑스음식,서울 송파구 올림픽로 300 81층,음식이 맛있어요,친절해요,재료가 신선해요,특별한 메뉴가 있어요,뷰가 좋아요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
서울올림픽파크텔,4급,서울 송파구 올림픽로 448,깨끗해요,친절해요,뷰가 좋아요,주차하기 편해요,조용히 쉬기 좋아요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
서울올림픽파크텔 총무팀,호텔,서울 송파구 올림픽로 448 서울올림픽파크텔,친절해요,깨끗해요,인테리어가 멋져요,뷰가 좋아요,주차하기 편해요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
백제불한증막 인삼사우나,찜질방,서울 송파구 백제고분로 293 1층~B3층,시설이 깔끔해요,규모가 커요,친절해요,휴게공간이 잘 되어있어요,특이한 찜질방이 있어요
그랜드 인터컨티넨탈 서울 파르나스,5성급,서울 강남구 테헤란로 521 그랜드 인터컨티넨탈 서울 파르나스,친절해요,깨끗해요,인테리어가 멋져요,호캉스하기 좋아요,침구가 좋아요
밀리토피아 호텔 바이마린,4성급,경기 성남시 수정구 위례대로 83 밀리토피아 호텔 바이마린,깨끗해요,친절해요,조용히 쉬기 좋아요,침구가 좋아요,주차하기 편해요
강동그린웨이 가족캠핑장,"캠핑,야영장",서울 강동구 천호대로206길 87,깨끗해요,화장실이 잘 되어있어요,개수대가 잘 되어있어요,바비큐 해먹기 좋아요 ,조용히 쉬기 좋아요
파크 하얏트 서울,5성급,서울 강남구 테헤란로 606,친절해요,뷰가 좋아요,깨끗해요,호캉스하기 좋아요,인테리어가 멋져요
글래드 강남 코엑스센터,3성급,서울 강남구 테헤란로 610,친절해요,침구가 좋아요,깨끗해요,조용히 쉬기 좋아요,대중교통이 편해요
신라스테이 삼성,4성급,서울 강남구 영동대로 506,친절해요,깨끗해요,뷰가 좋아요,침구가 좋아요,대중교통이 편해요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
오크우드 프리미어 코엑스 센터,5성급,서울 강남구 테헤란로87길 46,친절해요,깨끗해요,침구가 좋아요,조용히 쉬기 좋아요,방음이 잘돼요
더클래식500 이그제큐티브 레지던스 펜타즈 호텔,4성급,서울 광진구 능동로 90,친절해요,깨끗해요,침구가 좋아요,호캉스하기 좋아요,조용히 쉬기 좋아요
-,-,-,-,-,-,-,-
호텔 더 디자이너스 프리미어 건대,2성급,서울 광진구 동일로 172,친절해요,깨끗해요,조용히 쉬기 좋아요,침구가 좋아요,인테리어가 멋져요
호텔 페이토 삼성,4급,서울 강남구 테헤란로87길 9,깨끗해요,친절해요,조용히 쉬기 좋아요,침구가 좋아요,대중교통이 편해요
