하남돼지집 광화문점,돼지고기구이,서울 종로구 새문안로5가길 3-1 2층,하남 둘이서 콤보 (혜자세트) 도시락,삼겹살450g(2.5인분) + 김치찌개(L) + 공기밥2 + 음료,음식이 맛있어요,친절해요,단체모임 하기 좋아요,고기 질이 좋아요,매장이 넓어요
오쁘띠베르,"카페,디저트",서울 종로구 자하문로 47-1,레몬타르트,<마스터셰프 코리아>를 통해 알려진 박준우 셰프 대표 시그니처 메뉴 레몬타르트입니다.,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,친절해요,인테리어가 멋져요
최대감네,한식,서울 종로구 인사동8길 12-3,상추 샤브 정식,2인 이상,음식이 맛있어요,재료가 신선해요,매장이 넓어요,단체모임 하기 좋아요,인테리어가 멋져요
찬양집,"칼국수,만두",서울 종로구 돈화문로11다길 5,해물칼국수,,음식이 맛있어요,양이 많아요,가성비가 좋아요,재료가 신선해요,혼밥하기 좋아요
이채 카페,"카페,디저트",서울 종로구 북촌로 20-21,카페라떼,2종류의 원두 (Gentle Man / Fair Lady),커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,대화하기 좋아요
서양집 혜화대학로본점,"스파게티,파스타전문",서울 종로구 대학로9길 23-2 2층,"파스타, 리조또",런치 파스타 할인,음식이 맛있어요,인테리어가 멋져요,아늑해요,친절해요,재료가 신선해요
삼청동수제비,한식,서울 종로구 삼청로 101-1,수제비,,음식이 맛있어요,양이 많아요,재료가 신선해요,가성비가 좋아요,친절해요
이식당,"육류,고기요리",서울 종로구 평창문화로 94 1F,한우육회,,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,고기 질이 좋아요,혼밥하기 좋아요
미도갈비,"육류,고기요리",서울 종로구 삼일대로15길 25 1층,명품 LA갈비(200g),미도갈비만의 특제비법 간장소스로 숙성하여 본연의 육즙이 살아있는 시그니처 메뉴입니다,음식이 맛있어요,친절해요,고기 질이 좋아요,직접 잘 구워줘요,단체모임 하기 좋아요
신라제면 안국점,국수,서울 종로구 계동길 19-6 1층,칼낙지 (낙지비빔칼국수),낙지듬뿍 낙지볶음과 칼국수의 조합 드신후에 밥도 비벼먹는 1타 2피 메뉴 정말 맜있습니다,음식이 맛있어요,양이 많아요,특별한 메뉴가 있어요,인테리어가 멋져요,매장이 넓어요
-,-,-,-,-,-,-,-,-,-
초이다이닝 광화문점,일식당,서울 종로구 종로 19 2층 216호,연어 후토마끼(5pcs),숙성연어를 듬뿍 넣은 일본식 대왕김밥,음식이 맛있어요,매장이 넓어요,인테리어가 멋져요,친절해요,재료가 신선해요
-,-,-,-,-,-,-,-,-,-
히바린 광화문D타워점,일식당,서울 종로구 종로3길 17 3층 308호,히바린반상,히바린의 베스트 모둠카츠와 미니솥밥(전복/명란밥)을 함께 즐길 수 있는 히바린 반상,음식이 맛있어요,인테리어가 멋져요,재료가 신선해요,특별한 메뉴가 있어요,친절해요
오도집,한식,서울 종로구 율곡로4길 7 1층 오도집,보쌈小(2~3인),새콤한 백김치와 꼬들한 무말랭이로 보쌈을 더 맛있게 즐길 수 있는 베스트 메뉴.,음식이 맛있어요,친절해요,매장이 청결해요,양이 많아요,가성비가 좋아요
육미안 혜화점,소고기구이,서울 종로구 창경궁로 246-4 1층 육미안,본갈비(250g),육미안 대표 '시그니처' 진갈비만을 사용!! _2인분 이상 주문 가능!,음식이 맛있어요,고기 질이 좋아요,친절해요,특별한 메뉴가 있어요,직접 잘 구워줘요
메밀향그집,한식,서울 종로구 대학로11길 18,불큼파스타,매콤한 닭요리와 파스타면이 세트인 메뉴입니다 ^^~,음식이 맛있어요,양이 많아요,친절해요,특별한 메뉴가 있어요,재료가 신선해요
스시미치루,"초밥,롤",서울 종로구 종로1길 42 지하 1층,런치 오마카세,포장메뉴입니다.,음식이 맛있어요,재료가 신선해요,친절해요,특별한 메뉴가 있어요,양이 많아요
-,-,-,-,-,-,-,-,-,-
서촌뜰애우곱창타운,"곱창,막창,양",서울 종로구 자하문로1나길 1,국내산곱창모듬(곱창+대창+염통),,음식이 맛있어요,친절해요,고기 질이 좋아요,양이 많아요,특별한 메뉴가 있어요
고궁의아침 서울대병원,"육류,고기요리",서울 종로구 창경궁로 158 고궁의아침,한우불고기대표,양념된 우리 ++한우의 부드러운 맛을 느낄 수 있는 옛날 서울식한우불고기입니다. 8가지 이상의 반찬으로 차려진 한정식에 준하는 상차림이 제공됩니다.,음식이 맛있어요,단체모임 하기 좋아요,친절해요,고기 질이 좋아요,매장이 넓어요
자미더홍,요리주점,서울 종로구 동숭길 129 자미더홍,홍콩 골목식당 볶음밥,"베이컨 스트립, 계란 후라이가 가미된 홍콩식 달걀 볶음밥",음식이 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,친절해요,가성비가 좋아요
빠리가옥,프랑스음식,서울 종로구 수표로28길 33-4,양파수프,볶은 양파에 코냑과 포르토와인으로 풍미를 더하고 치즈와 빵을 얹은 대표 수프,음식이 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,재료가 신선해요
자하손만두,만두,서울 종로구 백석동길 12,만두국,,음식이 맛있어요,재료가 신선해요,뷰가 좋아요,특별한 메뉴가 있어요,친절해요
잘빠진메밀 서순라길점,막국수,서울 종로구 율곡로8길 73 잘빠진메밀 서순라길점,잘빠진 술상 2인,"잘빠진메밀에서 맛있는것만 모았다! 유자에 빠진 수육, 메밀전병, 메밀왕만두 에다 코다리무침, 낙지젓갈, 무말랭이를 듬뿍 올려서 감태에 싸 먹는 환상의 맛!",음식이 맛있어요,재료가 신선해요,특별한 메뉴가 있어요,친절해요,양이 많아요
평양고깃집,"육류,고기요리",서울 종로구 인사동5길 14 2층 평양 고깃집,급냉 한돈 삼겹,,음식이 맛있어요,친절해요,매장이 넓어요,양이 많아요,가성비가 좋아요
홈보이서울,중식당,서울 종로구 사직로 127-14 1층 홈보이서울,몽골리안 포크,"홈보이서울의 시그니처 디쉬, 불맛과 달달함의 밸런스",음식이 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,재료가 신선해요
동백양과점 익선점,"카페,디저트",서울 종로구 수표로28길 17-24,수플레 팬 케이크 (벌집 소보루),벌집과 수제 홍시크림이 어우러진 신메뉴 팬 케이크,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,음료가 맛있어요
황생가칼국수,"칼국수,만두",서울 종로구 북촌로5길 78,버섯전골,"1인분가격 20,000원/ 2인분 이상부터 주문가능",음식이 맛있어요,재료가 신선해요,친절해요,매장이 넓어요,양이 많아요
장수하늘소,소고기구이,서울 종로구 인사동길 34-1,최상급 투뿔 NO.9 꽃등심,드실때마다 만족스러운 최상급 투뿔 장수 한우만을 취급합니다. 3인분이상주문시 새우살제공,음식이 맛있어요,고기 질이 좋아요,친절해요,매장이 넓어요,단체모임 하기 좋아요
간판없는가게,양식,서울 종로구 돈화문로11다길 36 1층 간판없는가게,토마토 치즈 아란치니,,음식이 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,재료가 신선해요
이화정원,"멕시코,남미음식",서울 종로구 새문안로5길 37 내제지하1층 53-2호,[한정판매] 비리아 타코,토르티야에 10시간 이상 오븐에 조리한 소고기 갈비살과 채소가 풍성하게 들어간 요리입니다.,음식이 맛있어요,친절해요,재료가 신선해요,특별한 메뉴가 있어요,인테리어가 멋져요
야젠 3호점,이자카야,서울 종로구 삼일대로15길 24 1층,꼬치단품,직접우려낸 타레소스와 숯불로 정성껏구워낸 수제꼬치입니다,음식이 맛있어요,친절해요,기본 안주가 좋아요,술이 다양해요,인테리어가 멋져요
도마 유즈라멘,한식,서울 종로구 북촌로2길 14 유즈라멘,유즈시오(소금)라멘,"3종 - 꽃살, 등심, 갈비살",음식이 맛있어요,특별한 메뉴가 있어요,친절해요,양이 많아요,혼밥하기 좋아요
-,-,-,-,-,-,-,-,-,-
익선잡방,브런치,서울 종로구 수표로28길 17-21 익선잡방,마스카포네 치즈 오믈렛,매일 10인분 한정 판매,음식이 맛있어요,친절해요,재료가 신선해요,인테리어가 멋져요,특별한 메뉴가 있어요
장인닭갈비 대학로점,닭갈비,서울 종로구 대명길 25 1층,장인 닭갈비,국내산 닭과 자체 제조한 특제 비법 소스의 만남! 장인닭갈비 시그니처 메뉴,음식이 맛있어요,양이 많아요,친절해요,매장이 넓어요,고기 질이 좋아요
청수당 베이커리,"카페,디저트",서울 종로구 돈화문로11나길 31-9,(추석)약과 7종 보자기 선물세트,추석 맞이 약과 7종 보자기 선물세트가 준비되어 있습니다. 캐치테이블로 미리 예약해주세요!,인테리어가 멋져요,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,사진이 잘 나와요
종로3가 장군굴보쌈,"족발,보쌈",서울 종로구 수표로20길 22,스폐셜 모듬,"※ 굴+멍게+족발+보쌈[특] 서비스 오징어볶음, 감자탕까지 푸짐한 구성",음식이 맛있어요,가성비가 좋아요,양이 많아요,친절해요,특별한 메뉴가 있어요
뼈탄집,"육류,고기요리",서울 종로구 자하문로1길 13,매운직화 뼈구이,화끈하게 맵고 숯불향까지 가득,음식이 맛있어요,친절해요,고기 질이 좋아요,특별한 메뉴가 있어요,직접 잘 구워줘요
더숲 초소책방,카페,서울 종로구 인왕산로 172,아메리카노,,뷰가 좋아요,커피가 맛있어요,디저트가 맛있어요,야외공간이 멋져요,인테리어가 멋져요
팔발라 삼청본점,프랑스음식,서울 종로구 삼청로 61,연어 그라브락스,연어에 새로운 패러다임,음식이 맛있어요,인테리어가 멋져요,뷰가 좋아요,친절해요,특별한 메뉴가 있어요
계열사,"치킨,닭강정",서울 종로구 백석동길 7,후라이드치킨,골뱅이소면 대 32000,음식이 맛있어요,친절해요,재료가 신선해요,특별한 메뉴가 있어요,매장이 청결해요
어니언 안국,"카페,디저트",서울 종로구 계동길 5 카페 어니언,아메리카노(Americano),,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,친절해요,사진이 잘 나와요
스미스가좋아하는한옥,이탈리아음식,서울 종로구 삼청로 22-7,봉골레,모시조개와 바지락 그리고 앤초비로 맛을 낸 오일파스타,음식이 맛있어요,인테리어가 멋져요,특별한 날 가기 좋아요,친절해요,뷰가 좋아요
이문설렁탕,"곰탕,설렁탕",서울 종로구 우정국로 38-13,설농탕,,음식이 맛있어요,매장이 넓어요,친절해요,재료가 신선해요,혼밥하기 좋아요
회화나무,카페,서울 종로구 창덕궁길 35 3층,패션프루트쥬스,,뷰가 좋아요,커피가 맛있어요,친절해요,음료가 맛있어요,사진이 잘 나와요
깡통만두,만두,서울 종로구 북촌로2길 5-6 1층,칼만두(칼국수+만둣국),칼국수+만둣국,음식이 맛있어요,재료가 신선해요,친절해요,특별한 메뉴가 있어요,양이 많아요
인사도담,한식,서울 종로구 인사동16길 5-1 1층,도담비빔밥 (간장 OR 새송이고추장),"인사도담의 대표 메뉴 비빔밥 (고기가 들어 있지 않은 채식, for vegan 메뉴)",음식이 맛있어요,재료가 신선해요,친절해요,양이 많아요,특별한 메뉴가 있어요
익선돈 본점,"육류,고기요리",서울 종로구 돈화문로11가길 21 1층,오돌갈비(220g)1인분,"돼지 한마리당 100g 특수부위 쫄깃, 오도독 특제양념으로 재워둔 익선돈 시그니처",음식이 맛있어요,고기 질이 좋아요,특별한 메뉴가 있어요,양이 많아요,친절해요
혜화도담,한식,서울 종로구 대명1길 16-6 혜화도담,평일점심식사김치찜,묵은지김치와 돼지고기 앞다리를 푹 삶아 만든 방송나온 김치찜입니다.,음식이 맛있어요,양이 많아요,친절해요,가성비가 좋아요,재료가 신선해요
온지음 레스토랑,한식,서울 종로구 효자로 49 온지음 4층,와인 페어링 (저녁),메뉴 상시변동,음식이 맛있어요,특별한 메뉴가 있어요,재료가 신선해요,친절해요,뷰가 좋아요
-,-,-,-,-,-,-,-,-,-
역전포장마차 종각종로점,술집,서울 종로구 삼일대로17길 15 2층,살얼음 소주 3900원,서울 원조 종각 종로 곱도리탕 1티어!!!! 국내산 닭다리살 X 국내산 한우 곱대창,음식이 맛있어요,기본 안주가 좋아요,가성비가 좋아요,대화하기 좋아요,인테리어가 멋져요
아베베베이커리 서울,베이커리,"서울 종로구 청계천로 201 1, 2, 3층",곶자왈 돌코롬 헤이즐넛 크림빵,"서울점 신제품!! 부드러운 헤이즐넛크림, 쫀득한 떡, 초코카라멜까지 풍부한 가을의 맛!",빵이 맛있어요,특별한 메뉴가 있어요,가성비가 좋아요,친절해요,디저트가 맛있어요
이가네양꼬치 종각역직영점,양꼬치,"서울 종로구 삼일대로17길 36 1, 2층",등심꼬치 250g,,음식이 맛있어요,고기 질이 좋아요,양이 많아요,특별한 메뉴가 있어요,친절해요
몽중헌 안국점,중식당,서울 종로구 북촌로 31-22,구채교(3pcs),,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,특별한 날 가기 좋아요,재료가 신선해요
청진옥,해장국,서울 종로구 종로3길 32,내장수육,,음식이 맛있어요,양이 많아요,재료가 신선해요,친절해요,혼밥하기 좋아요
진주육회,"육류,고기요리",서울 종로구 동호로 403-22,육회탕탕이,광장시장 진주육회 대표 시그니처 메뉴입니다. 육회탕탕이는 육회에 산낙지를 탕탕탕 쳐서 한마리를 올려놓은 음식입니다.,음식이 맛있어요,재료가 신선해요,친절해요,가성비가 좋아요,양이 많아요
광화문미진,한식,서울 종로구 종로 19,콩국수(5~8월),메밀국수 주는 수제 돈까스,음식이 맛있어요,양이 많아요,재료가 신선해요,가성비가 좋아요,친절해요
고가빈커리하우스,패밀리레스토랑,서울 종로구 경희궁2길 7 3층,오믈렛커리,통통한 오믈렛을 반으로 가르면 부드러운 계란이 폭포처럼 쏟아지는 전통 오믈렛이 올라간 인기 메뉴!,음식이 맛있어요,양이 많아요,인테리어가 멋져요,재료가 신선해요,친절해요
-,-,-,-,-,-,-,-,-,-
해피니스 대학로점,중식당,서울 종로구 대학로11길 40 세훈빌딩 1층,돌판 볶음 짜장(中),(시그니처 메뉴)달궈진 돌판에 올려진 찐~한 볶음 짜장,음식이 맛있어요,특별한 메뉴가 있어요,친절해요,재료가 신선해요,양이 많아요
부암동스코프,베이커리,서울 종로구 창의문로 149 1층,버터스콘,신선한 버터가 듬뿍 들어간 버터스콘,디저트가 맛있어요,특별한 메뉴가 있어요,빵이 맛있어요,친절해요,커피가 맛있어요
유소바 안국역점,"우동,소바",서울 종로구 창덕궁1길 32 1층,자루소바,대나무 소쿠리에 올려진 면을 쯔유에 적셔 끝까지 맛있게 먹을 수 있는 소바 메뉴입니다,음식이 맛있어요,재료가 신선해요,혼밥하기 좋아요,친절해요,특별한 메뉴가 있어요
평화연남 익선점,"곱창,막창,양",서울 종로구 돈화문로11길 18 2층,낙곱새,낙곱새(낙지+한우대창+새우),음식이 맛있어요,양이 많아요,친절해요,재료가 신선해요,특별한 메뉴가 있어요
홍반점 종각점,중식당,"서울 종로구 삼일대로15길 18 1층, 2층, 3층",짬뽕,,음식이 맛있어요,양이 많아요,매장이 넓어요,재료가 신선해요,단체모임 하기 좋아요
칸다소바 경복궁점,일본식라면,서울 종로구 자하문로7길 5 1층,이에케(돈코츠)라멘,"돈코츠라멘과 소유라멘이 결합한 형태로 진한 스프, 굵은 면, 시금치와 김 토핑이 특징입니다",음식이 맛있어요,특별한 메뉴가 있어요,혼밥하기 좋아요,친절해요,양이 많아요
대련집,"칼국수,만두",서울 종로구 종로16길 37,사골칼국수,,음식이 맛있어요,양이 많아요,가성비가 좋아요,매장이 넓어요,재료가 신선해요
소금집델리 안국,샌드위치,서울 종로구 북촌로4길 19 1층,잉글리쉬 블랙퍼스트,즉석에서 슬라이스한 생햄을 부라타 치즈와 함께 먹는 샐러드,음식이 맛있어요,특별한 메뉴가 있어요,재료가 신선해요,친절해요,매장이 청결해요
엄용백돼지국밥 종각점,국밥,서울 종로구 인사동3길 20,맑은 엄용백 돼지국밥(극상),"국내산 생고기를 우려낸 맑고 깔끔한 육수에 생강, 대파, 흑후추 등으로 향을 더한 국밥",음식이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,재료가 신선해요
미트볼라운지 X 아날로그키친 삼청점,양식,서울 종로구 삼청로 89 미트볼라운지x아날로그키친 삼청점,미트볼 스파게티,"미트볼, 토마토소스, 체다치즈",음식이 맛있어요,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요,재료가 신선해요
오봉집 종로점,한식,서울 종로구 종로8길 20 1층,오봉스페셜,직화낙지+보쌈+쟁반막국수,음식이 맛있어요,양이 많아요,재료가 신선해요,친절해요,가성비가 좋아요
정돈 대학로본점,돈가스,서울 종로구 대학로9길 12 지층,A세트,등심돈카츠+새우&안심돈카츠+카레 세트,음식이 맛있어요,재료가 신선해요,양이 많아요,친절해요,특별한 메뉴가 있어요
도토리편백집 대학로점,돼지고기구이,"서울 종로구 창경궁로34길 26 1층, 2층 도토리편백집",편백찜(이베리코),,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,재료가 신선해요,고기 질이 좋아요
토속촌 삼계탕,"백숙,삼계탕",서울 종로구 자하문로5길 5 토속촌,토속촌 삼계탕,,음식이 맛있어요,매장이 넓어요,특별한 메뉴가 있어요,친절해요,양이 많아요
할매집,한식,서울 종로구 사직로12길 1-5,족발 (2人),,음식이 맛있어요,양이 많아요,특별한 메뉴가 있어요,재료가 신선해요,가성비가 좋아요
인사동 음음,와인,서울 종로구 인사동8길 17 1층,갈치속젓 오징어 파스타,"갈치속젓, 오징어, 영양부추",음식이 맛있어요,친절해요,인테리어가 멋져요,대화하기 좋아요,특별한 메뉴가 있어요
