-,-,-,-,-,-,-,-,-,-
김창훈포차 건대본점,요리주점,서울 광진구 능동로13길 65 1층 김창훈포차,곱도리탕,닭정육 300g + 국내산대창 150g,음식이 맛있어요,기본 안주가 좋아요,친절해요,음악이 좋아요,인테리어가 멋져요
이자카야청심,이자카야,서울 광진구 동일로22길 37 1층 이자카야 청심,해물야끼소바,해물과 불맛이 어우러진 일본 야끼소바,음식이 맛있어요,인테리어가 멋져요,술이 다양해요,대화하기 좋아요,친절해요
장인닭갈비 건대점,닭갈비,서울 광진구 아차산로 241 1층 106호,장인닭갈비,국내산 닭과 자체 제조한 특제 비법 소스의 만남! 장인닭갈비 시그니처 메뉴,음식이 맛있어요,매장이 넓어요,양이 많아요,가성비가 좋아요,친절해요
미식광진 본관,한식,서울 광진구 광나루로 584 1층,광진 투뿔불고기(2인분),투뿔++암소 한우에 비법양념으로 남녀노소 좋아하는 서울식 불고기,음식이 맛있어요,재료가 신선해요,인테리어가 멋져요,특별한 메뉴가 있어요,매장이 청결해요
불야성,요리주점,서울 광진구 동일로22길 89 1층,연탄불고기,,음식이 맛있어요,인테리어가 멋져요,술이 다양해요,음악이 좋아요,기본 안주가 좋아요
화양양꼬치 건대점,양꼬치,서울 광진구 아차산로29길 44 화양양꼬치,양꼬치(10꼬치),,음식이 맛있어요,고기 질이 좋아요,친절해요,양이 많아요,매장이 청결해요
-,-,-,-,-,-,-,-,-,-
이가네양꼬치 구의역점,양꼬치,서울 광진구 자양로18길 59 두례빌딩 1층,양갈비,,음식이 맛있어요,친절해요,재료가 신선해요,양이 많아요,매장이 넓어요
매운향솥 마라탕 마라샹궈,중식당,서울 광진구 동일로18길 61 1층,(맛보면중독그자체 셀프) 마라탕(1인분(소)),공기밥 미포함/ 가지수가 많아서 하나씩만 넣으면 기본으로 구성이 되어서 셀프마라탕 원하시면 요구사항에 원하시는것만 적어주시면 그대로 반영하겠습니다.재료완판시 변경될수는 잇는점 양해부탁드립니다,음식이 맛있어요,재료가 신선해요,특별한 메뉴가 있어요,양이 많아요,매장이 넓어요
송화산시도삭면,"딤섬,중식만두",서울 광진구 뚝섬로27길 48,도삭면,,음식이 맛있어요,특별한 메뉴가 있어요,양이 많아요,가성비가 좋아요,재료가 신선해요
텐텐양꼬치 숯불숙성통양갈비,양꼬치,서울 광진구 동일로18길 102 1층 텐텐양꼬치,양꼬치+파김치(찐궁합),텐텐양꼬치에서만 맛볼수있는 파김치와양꼬치의조합,음식이 맛있어요,고기 질이 좋아요,특별한 메뉴가 있어요,양이 많아요,친절해요
보승회관 건대입구역점,국밥,서울 광진구 아차산로 214 1층,순대 항정수육 정식,"얼큰 +1,000원",음식이 맛있어요,재료가 신선해요,양이 많아요,매장이 넓어요,혼밥하기 좋아요
최원석의돼지한판&서해쭈꾸미 광장점,"육류,고기요리",서울 광진구 아차산로 478,숙성삼겹살,,음식이 맛있어요,매장이 넓어요,친절해요,고기 질이 좋아요,단체모임 하기 좋아요
로니로티 건대점,이탈리아음식,서울 광진구 아차산로 225 단산화빌딩,목살 스테이크 샐러드,,음식이 맛있어요,양이 많아요,가성비가 좋아요,매장이 넓어요,친절해요
꾸아 건대점,베트남음식,서울 광진구 군자로3길 9,고기듬뿍쌀국수,,음식이 맛있어요,혼밥하기 좋아요,재료가 신선해요,양이 많아요,인테리어가 멋져요
-,-,-,-,-,-,-,-,-,-
고베규카츠 건대점,돈가스,서울 광진구 아차산로33길 64,규카츠 정식 (소) 160g,"규카츠 정식(중) 220g 24,000원 규카츠 정식(대) 300g 31,000원",음식이 맛있어요,친절해요,재료가 신선해요,양이 많아요,특별한 메뉴가 있어요
소요일 아차산직영점,"육류,고기요리",서울 광진구 자양로43길 7 1층,소 생갈비살,육즙과 고소한 풍미가 일품인 프리미엄 냉장소갈비살,음식이 맛있어요,고기 질이 좋아요,친절해요,반찬이 잘 나와요,매장이 청결해요
멕시칼리,"멕시코,남미음식",서울 광진구 능동로36길 181 1층,할라페뇨 믹스또N,"할라뻬뇨 고추, 버섯, 양파, 당근을 볶고 새콤하게 절여 멕시코 음식과 함께 곁들여 먹는 사이드 메뉴",음식이 맛있어요,특별한 메뉴가 있어요,재료가 신선해요,친절해요,매장이 넓어요
후타리 본,이자카야,"서울 광진구 아차산로31길 20-6 지하1층, 1층",제주도 직송 딱새우회,제주도에서 당일 공수한 신선한 딱새우회 요리,음식이 맛있어요,친절해요,인테리어가 멋져요,대화하기 좋아요,매장이 청결해요
이화만두,만두,서울 광진구 능동로 278-1 이화만두,고기만두(5개),,음식이 맛있어요,양이 많아요,재료가 신선해요,가성비가 좋아요,친절해요
신쵸쭈꾸미,주꾸미요리,서울 광진구 자양로22길 33 1층 신쵸쭈꾸미,차돌쭈꾸미,쫀득한 꼼장어와 매콤한 쭈꾸미와의 조합은 경이롭다,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,재료가 신선해요,가성비가 좋아요
몽우,요리주점,서울 광진구 면목로7길 13 1층,모둠 오뎅,"오뎅 6종 + 무, 곤약 등등",음식이 맛있어요,술이 다양해요,친절해요,혼술하기 좋아요,특별한 메뉴가 있어요
박과장의 조은회사,생선회,서울 광진구 아차산로 345 래미안 프리미어팰리스@상가102동 125호,모듬회(중),"[[★연인,친구 추천메뉴]] 광어,연어,도미,계절회,왕새우튀김&매운탕/해물라면 선택",음식이 맛있어요,재료가 신선해요,친절해요,매장이 청결해요,특별한 메뉴가 있어요
당산오돌 구의역점,"육류,고기요리",서울 광진구 자양로18길 12 당산오돌 구의역점,꼬들망고세트(꼬들살2목살1)650g,꼬들살은 돼지 뒷덜미 목살 부분으로 400g 소량만 나오는 부위입니다 꼬들한식감 담백한풍미,음식이 맛있어요,고기 질이 좋아요,친절해요,특별한 메뉴가 있어요,직접 잘 구워줘요
숙성부심 본점,돼지고기구이,서울 광진구 능동로 271-1 1층 숙성부심,7&7교차숙성 삼겹살,7일을 건조숙성후 7일을 습식숙성후 내어 드리는 깊은 풍미의 삼겹살입니다,음식이 맛있어요,고기 질이 좋아요,친절해요,직접 잘 구워줘요,인테리어가 멋져요
예담밥상,한정식,서울 광진구 동일로22길 13,예담밥상 특선,예담밥상 대표 메뉴 입니다~,음식이 맛있어요,재료가 신선해요,친절해요,비싼 만큼 가치있어요,차분한 분위기에요
치바우감자탕,감자탕,서울 광진구 용마산로 38,감자탕 小,,음식이 맛있어요,친절해요,양이 많아요,매장이 넓어요,가성비가 좋아요
능동아구찜,"아귀찜,해물찜","서울 광진구 천호대로 544 능동아구찜 1층,2층",아구찜/탕인기,찜/탕 선택 크기 선택,음식이 맛있어요,재료가 신선해요,친절해요,양이 많아요,가성비가 좋아요
장터참숯무한리필,돼지고기구이,서울 광진구 긴고랑로 52 1층,무한리필,"16,900원에 삼겹살,목우삼겹,왕갈비,스테이크갈비,닭갈비,껍데기를 무한으로 즐길수있습니다",음식이 맛있어요,가성비가 좋아요,친절해요,매장이 넓어요,양이 많아요
아차산김가네맛집,한식,서울 광진구 영화사로 83-1,두부김치전골 소,고기 듬뿍~ 두부 듬뿍~ 들어간 매콤 칼칼한 두부김치전골,음식이 맛있어요,가성비가 좋아요,양이 많아요,친절해요,재료가 신선해요
