오살랑마켓,"카페,디저트",서울 도봉구 도봉로143길 50 1층,제주보리 미숫가루 (ICED)N,얼음동동 시원하고 든든한 제주보리 70% 미숫가루~~ 에 토종꿀을 더했습니다.,음료가 맛있어요,커피가 맛있어요,친절해요,디저트가 맛있어요,특별한 메뉴가 있어요
블랙캥거루,"카페,디저트",서울 도봉구 우이천로 134-1 1층,샌드위치단체주문,"가격이 상이하니, 문의바랍니다",커피가 맛있어요,디저트가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요
보나뻬띠브레드,"카페,디저트",서울 도봉구 삼양로 574-29 1층 101호,단호박치아바타,천연발효종(르뱅)을 넣어 만든 담백하고 쫄깃한 치아비타입니다,친절해요,디저트가 맛있어요,특별한 메뉴가 있어요,빵이 맛있어요,건강한 맛이에요
-,-,-,-,-,-,-,-,-,-
둥둥디저트,"카페,디저트","서울 도봉구 도봉로 489 2층, 3층",망고 보틀케이크,리얼 생망고를 아낌없이 한가득 넣었어요~,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,친절해요,음료가 맛있어요
도봉관,"카페,디저트",서울 도봉구 노해로 261,오리지널 바스크치즈케이크,,디저트가 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
바게트1089,베이커리,서울 도봉구 도봉로150길 8 이안테라리움 1층 바게트1089,1089사워도우,"유기농밀가루, 천연발효종, 천연소금, 물 로만 만들어진 대표메뉴. 속이 편안해요.",빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,가성비가 좋아요
숲오,"카페,디저트",서울 도봉구 우이천로48길 12 1층,프렌치토스트,숲오 최강 디저트 프토에요 계란물이 촉촉하게 젹셔있어 한입 먹으면 행복 가득이랍니다☺️,커피가 맛있어요,친절해요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요
글림,베이커리,서울 도봉구 도봉로118길 6-8 1층2층,바게트 샌드위치,신선한 양상추가 가득! 입안 가득 매력을 느끼게하는 화이트소스! 수제햄이 듬뿍!,빵이 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,음료가 맛있어요
이야빠빵 도봉본점,베이커리,서울 도봉구 도봉로 819 1층 좌측2~4칸,국산팥가득단팥빵,쫄깃하고 얇은 빵피에 국내산 수제팥이 가득들은 팥빵,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,가성비가 좋아요
카페152길,"카페,디저트",서울 도봉구 도봉로152길 29-3 카페152길,무화과케이크,제철과일무화과케이크 시즌한정판매 동물성생크림에 무화과가 듬뿍 들어있어요,빵이 맛있어요,커피가 맛있어요,친절해요,음료가 맛있어요,디저트가 맛있어요
함스브로트과자점,베이커리,서울 도봉구 도봉로 483,꽃다발 케이크,"1호 35,000원 2호 40,000원",빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,가성비가 좋아요
엘리지앙 베이커리 카페 창동점,베이커리,서울 도봉구 노해로 271 3층 엘리지앙 베이커리 카페 창동점,흑임자라떼,부드럽고 진한 흑임자와 에스프레소 향이 조화롭게 어우러지는 라떼,빵이 맛있어요,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
수제 디저트카페 꿀소담,"카페,디저트",서울 도봉구 해등로16길 67,에스프레소,스페셜티 강배전원두와 라마르조코 머신으로 추출한 커피,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,친절해요,특별한 메뉴가 있어요
더블즈,"카페,디저트",서울 도봉구 우이천로 350 1층 더블즈,오리지날 휘낭시에,더블즈의 모든 휘낭시에는 버터 풍미가 좋은 프랑스산 고메버터를 사용하고 있습니다.,디저트가 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요
카페 세이지,"카페,디저트",서울 도봉구 해등로 241-55 2층,시나몬 크림 라떼,직접 만든 수제 시나몬 크림을 올린 세이지의 시그니쳐 메뉴,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,뷰가 좋아요,매장이 청결해요
eeeyo,"카페,디저트",서울 도봉구 삼양로142길 33 일층,요거트 아이스크림,상큼한 요거트 아이스크림에 다양한 토핑을 취향껏 넣어 먹을 수 있는 아이스크림,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,커피가 맛있어요
헬로우옐로우,카페,서울 도봉구 노해로38길 7 1층 1호,아인슈페너,,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,가성비가 좋아요
메종드쌍문,"카페,디저트",서울 도봉구 해등로 158-1,아메리카노,두가지 원두 중 선택 가능하세요! 너티 (고소) 플럼 (산미),디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요
코토바,이자카야,서울 강북구 한천로132길 6 1층,야키토리(저녁),비장탄을 사용하여 구워내는 수제 닭꼬치,디저트가 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
선스랩,베이커리,서울 도봉구 도봉로114길 35 1층 SUN'S LAB,소금빵,미각을 자극하는 단짠의 조화. 최상급 안데스 호수 소금과 버터를 가득 품은 시그니처 빵.,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,가성비가 좋아요
-,-,-,-,-,-,-,-,-,-
어로어,브런치카페,서울 도봉구 해등로16길 52-19 어로어,핸드드립,에티오피아 1종/ 콜롬비아 1종 (디카페인)/ 코스타리카 1종,인테리어가 멋져요,커피가 맛있어요,친절해요,대화하기 좋아요,매장이 청결해요
누메로755,브런치,서울 도봉구 도봉로125길 39 1층 2층,위스키슈페너,쫀득한 크림에서 위스키향이 솔솔,음식이 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요,재료가 신선해요
와겐커피 방학점,테이크아웃커피,서울 도봉구 도봉로150마길 15,와겐아메리카노,,커피가 맛있어요,음료가 맛있어요,대화하기 좋아요,주차하기 편해요,디저트가 맛있어요
카페 엉클두,"카페,디저트",서울 도봉구 노해로63가길 37,아인슈페너(비엔나커피),,커피가 맛있어요,디저트가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요
카페 넬,"카페,디저트",서울 도봉구 도봉산3길 83 1층,아메리카노(HOT),,친절해요,커피가 맛있어요,가성비가 좋아요,매장이 청결해요,화장실이 깨끗해요
카페도영,베이커리,서울 도봉구 도봉산길 65-5 카페도영,아메리카노,,빵이 맛있어요,커피가 맛있어요,뷰가 좋아요,음료가 맛있어요,매장이 청결해요
마치커피,"카페,디저트",서울 도봉구 덕릉로59아길 48 1층,마치하와이안,마치커피 인기 도봉 숲 쿠키를 넣은 크루키,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
마이머랭,"카페,디저트",서울 도봉구 노해로60길 84 1층 마이머랭,마카롱,,디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,선물하기 좋아요,가성비가 좋아요
