우디집 도산점,"카페,디저트",서울 강남구 압구정로46길 32 삼일빌딩 2층 우디집,케일바질파인애플주스,,커피가 맛있어요,디저트가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요
노티드 스튜디오 청담,카페,서울 강남구 도산대로53길 15 1층,우유생크림 도넛인기,,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,인테리어가 멋져요,커피가 맛있어요
수목금토 카페,"카페,디저트",서울 강남구 강남대로136길 63 수목금토 1층,잠봉뵈르,"국내산 잠봉과 고메버터, 겉바속촉 바게트의 시그니처 샌드위치",커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요,친절해요
프론트서울,카페,서울 강남구 도산대로11길 29 1층 FRONT SEOUL,Banana Pudding Cake,매일 아침 신선한 바나나와 크렘디플로마뜨로 만든 바나나 푸딩 시그니처 케이크,인테리어가 멋져요,커피가 맛있어요,사진이 잘 나와요,디저트가 맛있어요,음료가 맛있어요
플링크 압구정,베이커리,서울 강남구 언주로173길 23 1층,Croissant,프랑스산 최고급 버터와 밀가루를 사용한 버터향 가득한 크루아상입니다. 꼭 드셔야합니다!!!,빵이 맛있어요,커피가 맛있어요,친절해요,음료가 맛있어요,인테리어가 멋져요
쇼토,"카페,디저트",서울 강남구 압구정로18길 14-6 1층,딸기 쇼토,,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,디저트가 맛있어요,매장이 청결해요
셀렉티드마롱,"카페,디저트",서울 강남구 테헤란로4길 37 1층 셀렉티드마롱,아메리카노,이탈리아 정통 레시피 오로지 신선한 계란과 치즈로 만들어 촉촉하고 풍미가 좋습니다.,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,매장이 청결해요,음료가 맛있어요
젠제로,아이스크림,서울 강남구 선릉로126길 14 예우빌딩 1층,소 포장 (3 flavors)인기대표,최대 세 가지 맛을 전용 보냉포장용기에 담아드립니다. 선택하신 메뉴에 따라 추가금이 발생할 수 있습니다.,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,인테리어가 멋져요
스위트에삐,케이크전문,서울 강남구 선릉로64길 23,카페라떼,,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,선물하기 좋아요,커피가 맛있어요
더달달,초콜릿전문점,서울 강남구 강남대로102길 38-6,달달 초코빙수,,디저트가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,친절해요
글루글루,"카페,디저트",서울 강남구 테헤란로79길 33 1층 101호,시나몬 뽀라스 (3pcs),스페인 전통 남부식 츄러스를 글루글루만의 방식으로 재 해석한 디저트,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,친절해요
나따오비까 신사점,"카페,디저트",서울 강남구 압구정로2길 37 1층 나따오비까 신사점,시그니처라떼,나따오비까 신사점에서만 맛볼 수 있는 시그니처라떼!! 훗..,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요,친절해요
-,-,-,-,-,-,-,-,-,-
노르디,베이커리,서울 강남구 도산대로37길 36 지상1층,"비건얼그레이무화과(글루텐프리,시즌메뉴","글루텐프리 타르트에 얼그레이아몬드크림에 무화과잼, 무화과얼그레이크림에 생무화과 타르트",빵이 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,커피가 맛있어요,친절해요
소과당 강남본점,"카페,디저트",서울 강남구 강남대로96길 12 A동 2층 소과당,커스터드 푸딩빙수,직접 만든 수제푸딩과 커스터드가 더하여 어우러진 소과당 푸딩빙수(커스터드),디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,음료가 맛있어요,친절해요
뉴욕라츠오베이글스,베이글,서울 강남구 압구정로48길 28 건물전체,베이글,버터 우유 계란 방부제를 넣지 않고 매장에서 수제로 반죽 숙성 완제품 베이글과 크림치즈,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,커피가 맛있어요,인테리어가 멋져요
-,-,-,-,-,-,-,-,-,-
젠틀커피,카페,서울 강남구 논현로30길 41 1층,핸드드립,5가지 에스프레소 중에서 선택해서 드실 수 있습니다(기본블랜드2/싱글오리진2/디카페인1) *선택에 따라 가격 변동*,커피가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,매장이 청결해요
셀렉티드닉스,"카페,디저트",서울 강남구 테헤란로4길 37 1층,티라미수 플래터,"합리적인 가격으로 3가지 맛을 즐겨보세요 ! (오리지널, 바나나, 초코바나나)",디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,음료가 맛있어요,뷰가 좋아요
티하우스 청담,"카페,디저트",서울 강남구 삼성로120길 52-1 1층 티하우스 청담,쁘띠애프터눈티 2인 세트 (예약X),예약 없이 즐길 수 있는 애프터눈티 세트 (음료 2잔 포함),음료가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요
인터랙트 with 글루텐프리,카페,서울 강남구 강남대로118길 16 1층,비건 초코 크라운,저당 저탄수화물 버터바,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,매장이 청결해요
베이커리 앤 커피 by 쿤달 압구정로데오 플래그쉽스토어,베이커리,서울 강남구 도산대로53길 39 1층,콰트로(핸드 드립커피),,커피가 맛있어요,빵이 맛있어요,인테리어가 멋져요,음료가 맛있어요,매장이 청결해요
카페 라미스콘 청담점,"카페,디저트",서울 강남구 도산대로53길 32,수플레치즈케이크 (BEST),라미스콘 시그니쳐 메뉴,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,친절해요,인테리어가 멋져요
원아베뉴,브런치카페,서울 강남구 테헤란로7길 11 1층,치폴레 치킨 맥시칸 볼,"치폴레치킨,시금치,로메인,적양파,할라피뇨고추,옥수수,삶은현미,슈레드치즈,또띠야+치폴레소스",인테리어가 멋져요,커피가 맛있어요,매장이 청결해요,사진이 잘 나와요,음료가 맛있어요
로흐,"카페,디저트",서울 강남구 테헤란로13길 17 1층 로흐,클래식 휘낭시에,,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,매장이 청결해요
윰드,브런치카페,서울 강남구 도산대로58길 18 1층,[8AM-11AM]Muesli,"하루 재워 숙성한 오가닉 고단백 오트 무슬리, 요거트, 슬로우 쿡한 계절과일, 각종 견과류",특별한 메뉴가 있어요,인테리어가 멋져요,커피가 맛있어요,음식이 맛있어요,친절해요
카페드리옹 코엑스점,카페,서울 강남구 영동대로 513 B1층 아이105호,"오,쏠 라떼","리옹의 오리지널 블렌딩 원두와 귀리 우유,프랑스 게랑드 소금이 만나 고소함이 극대화된 라떼",커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요,친절해요
식물학,카페,서울 강남구 강남대로154길 33 1층 카페 식물학,카페포레,우지말차 베이스의 진한 크림라떼,커피가 맛있어요,인테리어가 멋져요,대화하기 좋아요,디저트가 맛있어요,음료가 맛있어요
-,-,-,-,-,-,-,-,-,-
서울북카페 욕망의북카페,북카페,"서울 강남구 강남대로102길 45 2층, 3층",영업 종료!,9월에 만나요💗,집중하기 좋아요,읽을만한 책이 많아요,친절해요,인테리어가 멋져요,좌석이 편해요
파치노 에스프레소 바 VER.2,"카페,디저트",서울 강남구 강남대로162길 40 2층,파치노 크림라떼,"espresso, signature cream, milk, cacao powder",커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,사진이 잘 나와요,음료가 맛있어요
TWG Tea 압구정 안다즈점,홍차전문점,서울 강남구 논현로 854 안다즈호텔 상업시설건물 1층,차 (Tea),,차가 맛있어요,인테리어가 멋져요,친절해요,음료가 맛있어요,매장이 청결해요
나따오비까 대치점,"카페,디저트",서울 강남구 선릉로64길 26,에그타르트 클래식,갤러리아 park jade Black (VIP) 라운지 납품지점 No크림 100%우유,디저트가 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,음료가 맛있어요
까치화방 강남역점,"카페,디저트",서울 강남구 봉은사로4길 23 1층,레드벨벳 케이크,부드러운 크림치즈와 달콤한 레드벨벳 시트가 어우러진 벨벳 케이크,디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,음료가 맛있어요,친절해요
포스톤즈 삼성본점,"카페,디저트",서울 강남구 테헤란로103길 5 포스톤즈커피로스터스,발로나 초콜릿 라떼N,입안 가득 퍼지는 부드러운 크림과 발로나 초코의 풍미가 진한 초콜렛 라떼,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,매장이 청결해요,음료가 맛있어요
카페온화 강남점,카페,서울 강남구 봉은사로4길 37 2층,플레인 수플레,"폭신하고 부드러운 수플레 본연의 맛과 달콤한 생크림 & 메이플 시럽, 카라멜라이즈한 바나나를 곁들여 담백하게 먹을 수 있는 메뉴",디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요
당옥,"카페,디저트",서울 강남구 강남대로162길 22 1층,멜론빵,제철 멜론빵으로 샤인머스캣/무화과/딸기 계절한정으로 진행합니다,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,음료가 맛있어요
꽁티드툴레아,브런치,서울 강남구 도산대로49길 39,커피,오전 11시 ~ 오후 4시 브런치 이용 가능 오후 4시 ~ 오후 6시 브레이크타임 (음료 및 디저트 이용 가능) 오후 5시 ~ 오후12시 내추럴와인바 운영,음식이 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,특별한 날 가기 좋아요
테일러커피 신사점,카페,서울 강남구 강남대로160길 31 1F 테일러커피,Shakerato,크리미한 에스프레소 폼과 비정제 원당의 단맛이 어우러진 이탈리아식 커피음료,커피가 맛있어요,친절해요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요
-,-,-,-,-,-,-,-,-,-
트리아농,"카페,디저트",서울 강남구 학동로59길 43,애프터눈 티 세트 (1인),"- 예약제 운영. - 2인 이상 예약 가능, 테이블 전체 인원 수에 맞추어 주문. (8세 이하 미취학 아동 제외) - 디저트 경우 매장 메뉴 구성계획에 따라 상시 변경 가능.",디저트가 맛있어요,특별한 메뉴가 있어요,인테리어가 멋져요,음료가 맛있어요,커피가 맛있어요
-,-,-,-,-,-,-,-,-,-
노아베이커리 압구정점,베이커리,서울 강남구 압구정로30길 9,노아 무화과케이크(1호),(시즌한정 ~10/31)시즌과일 무화과가 한가득인 노아 무화과 케이크.,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,커피가 맛있어요
퍼스트커피랩 강남점,"카페,디저트",서울 강남구 봉은사로6길 39 1층,퍼스트커피랩,"베이글, 마들렌, 크로아상",디저트가 맛있어요,인테리어가 멋져요,커피가 맛있어요,음료가 맛있어요,사진이 잘 나와요
-,-,-,-,-,-,-,-,-,-
띠띠빵빵,"카페,디저트",서울 강남구 언주로153길 5 1층,CROISSANT,,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,인테리어가 멋져요
슬로우커피,"카페,디저트",서울 강남구 역삼로 136 신명빌딩 1층,SLOW LATTE 슬로우라떼,더 고소한 우유 베이스에 단짠단짠 히말라야 솔티크림 듬뿍 올린 시그니처 커피,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요,매장이 넓어요
소나,카페,서울 강남구 강남대로162길 40 2층 SONA,이스파한 서울 파르페(기간한정),"장미아이스크림, 바닐라크림, 생딸기, 리치, 라즈베리콩피, 마카롱꼬끄, 딸기소스",디저트가 맛있어요,특별한 메뉴가 있어요,음료가 맛있어요,커피가 맛있어요,친절해요
-,-,-,-,-,-,-,-,-,-
김영모과자점 도곡타워점,베이커리,서울 강남구 언주로30길 10 현대비젼21,몽블랑,600만개가 넘게 팔린 김영모과자점 히트상품,빵이 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,커피가 맛있어요
