아임버터,"카페,디저트",서울 구로구 경인로 158 상가동 103호,바스크치즈케이크N,"프랑스 명품 크림 치즈가 듬뿍 들어가 부드럽고 꾸덕한 바스크치즈케이크 입니다. 아임버터만의 레시피로, 꾸덕하면서도 크리미한 중독성 있는 식감과 산미 적은 크림치즈의 고소한 풍미를 느껴보세요.",디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,인테리어가 멋져요
쿠킴,"카페,디저트",서울 구로구 개봉로14길 40 1층,메뉴는 매주 변경됩니다!,메뉴 라인업은 인스타그램을 참고해 주세요!,디저트가 맛있어요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요,매장이 청결해요
9로평상,"카페,디저트",서울 구로구 서해안로 2134 (항동),마늘바게트,"""9로평상""의 대표 베이커리 인기메뉴입니다.",디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요,뷰가 좋아요,매장이 청결해요
사사커피LAB,"카페,디저트",서울 구로구 경인로 620-1 1층 사사커피랩,콘파냐 마스카포네,espresso+mascarpone cream+pink salt,커피가 맛있어요,인테리어가 멋져요,친절해요,특별한 메뉴가 있어요,음료가 맛있어요
예커피,"카페,디저트",서울 구로구 고척로21나길 63 1층 예커피,[40시간의 기다림]카이막,"카이막은 농축된 우유크림, 찐득한 천연 꿀 그리고 따듯한 빵의 완성형입니다아",커피가 맛있어요,친절해요,디저트가 맛있어요,인테리어가 멋져요,특별한 메뉴가 있어요
빈브라더스 현대백화점 디큐브시티,카페,서울 구로구 경인로 662 현대백화점 별관 3층,드립커피,원두에 따라 가격이 달라집니다.,커피가 맛있어요,디저트가 맛있어요,친절해요,음료가 맛있어요,매장이 청결해요
디저트샵시소,케이크전문,서울 구로구 천왕로 29 1층 101호,조각케이크,"동물성생크림 ,제철과일 , 매장에서 직접 구운 시트로 만드는 조각케이크(메뉴상시변경)",디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,선물하기 좋아요,매장이 청결해요
-,-,-,-,-,-,-,-,-,-
글로우,"카페,디저트",서울 구로구 연동로 233 상가2동 1층 105호,조각모듬형케이크 (6조각)인기대표,,디저트가 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요
라크라센타,"카페,디저트",서울 구로구 가마산로 242 1층 (희망재단),쉬림프 갈릭 오일파스타매운맛1단계대표,"새우, 베이컨, 할라피뇨, 올리브가 어우러진 매콤한 갈릭오일 파스타",커피가 맛있어요,대화하기 좋아요,음료가 맛있어요,인테리어가 멋져요,친절해요
오브베이크,베이커리,서울 구로구 디지털로32가길 9 2층 오브베이크,스모어쿠키,,빵이 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,특별한 메뉴가 있어요
서로카페,"카페,디저트",서울 구로구 디지털로31길 59-14 1층,코요타,바삭바삭 계피와 흑설탕의 조화 추억의 공갈빵,커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요,친절해요
올드페리도넛 아이파크몰 고척점,도넛,"서울 구로구 경인로43길 49 1층 B-101호 (고척동, 고척아이파크)",PB&J,고소하면서 달달한 피넛버터 크림에 새콤한 맛의 라즈베리가 들어간 도넛,디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,매장이 청결해요,커피가 맛있어요
카페우물,베이커리,서울 구로구 공원로6나길 5-6 1층,소금빵,겉은 바삭 안은 촉촉 짭쪼름하고 고소해요,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요
두즈커피,"카페,디저트",서울 구로구 남부순환로107길 5 1층,[패스오더전용] 100원 아메리카노,"패스오더 앱 설치하면, 최소 주문 금액 없이 100원에 커피 주문+1,500원 쿠폰까지",커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요,친절해요
투썸플레이스 구로디지털역 깔깔거리점,카페,서울 구로구 디지털로32길 97-39,아메리카노,투썸플레이스,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,대화하기 좋아요,좌석이 편해요
히어로스터 본점,"카페,디저트",서울 구로구 경인로63길 21-8 1층 헤라시보리와 일성사이골목,카페라떼대표,,커피가 맛있어요,음료가 맛있어요,친절해요,인테리어가 멋져요,대화하기 좋아요
데일리스위츠,"카페,디저트",서울 구로구 중앙로 9 1층,수제케익,데일리스위츠의 모든 디저트는 직접 만들어서 판매 합니다. 동물성 생크림 100%사용하고 있습니다.,디저트가 맛있어요,커피가 맛있어요,친절해요,특별한 메뉴가 있어요,음료가 맛있어요
밀리,"카페,디저트",서울 구로구 새말로 62 1층밀리,Soybean Croffle(인절미크로플),크루아상와플 1pcs + 인절미가루와 조청+ 아몬드 (프랑스밀가루&버터 생지),커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요
바롤로커피 구로디지털단지 본점,"카페,디저트",서울 구로구 디지털로 300 지밸리몰 지하1층 바롤로커피,리얼 카카오블렌딩_냉침밀크티N,"오직 바롤로커피라서 해볼 수 있는 특별한 경험.(구디사람들은 좋겠다) 이벤트성 메뉴로 가끔 색다른 밀크티를 선보입니다. 적은 수량의 한정 판매라, 나오면 꼭 한번씩 경험 해 보시길 바랍니다. 쉽게 접하기 힘든 냉침 밀크티입니다. 리얼 카카오칩 블렌딩",커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,가성비가 좋아요
헬로우베이글 구로점,베이글,서울 구로구 구로중앙로 207 149호,햄치즈에그 베이글 샌드위치,퐁신퐁신한 계란과 치즈 햄,빵이 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,친절해요,음료가 맛있어요
얌얌플레이트,"카페,디저트",서울 구로구 개봉로12길 9-40,크림라떼,2~3일전 예약 해주세요,디저트가 맛있어요,친절해요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요
코멧,카페,서울 구로구 디지털로26길 110 2차 1층 코멧,"Mini 홀케이크(밤치즈, 쵸코베리)",당일 예약 가능(한정 수량) 예약을 원하시면 전화 또는 인스타 dm문의해 주세요,커피가 맛있어요,친절해요,디저트가 맛있어요,음료가 맛있어요,매장이 청결해요
-,-,-,-,-,-,-,-,-,-
카페오피니언,"카페,디저트",서울 구로구 고척로60길 13 3층,아메리카노,,커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요,사진이 잘 나와요
그녀의커피카페드엘르,"카페,디저트",서울 구로구 고척로3길 7 퍼스트하임 그녀의커피카페드엘르,과일요거트볼(1),"[기본구성] 꾸덕요거트120g 과일기본구성 : 바나나,사과, 포도(포도종류 혼합사용)or키위 (기본과일구성은 시즌따라 종류상이) 그래놀라+꿀/딸기콩포트/블루베리콩포트 중 선택 1 기본구성 변경, 토핑 따로 포장은 불가능한 점 양해 부탁드립니다. 다만, 특별히 원치않는 재료가 있으시면 요청사항에 기재 해 주세요.",디저트가 맛있어요,친절해요,커피가 맛있어요,특별한 메뉴가 있어요,매장이 청결해요
메이비카페,브런치,서울 구로구 디지털로32나길 51 1층 메이비,알리오올리오,,음식이 맛있어요,매장이 넓어요,디저트가 맛있어요,커피가 맛있어요,인테리어가 멋져요
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
카페몽글,"카페,디저트",서울 구로구 공원로6나길 29-17 1층 카페몽글,아메리카노,,커피가 맛있어요,친절해요,음료가 맛있어요,디저트가 맛있어요,집중하기 좋아요
띵크커피 디큐브시티점,카페,서울 구로구 경인로 662 현대백화점디큐브시티점 지하1층,큐브라떼 M,,커피가 맛있어요,음료가 맛있어요,대화하기 좋아요,디저트가 맛있어요,친절해요
피크니크 신도림점,"카페,디저트",서울 구로구 공원로6가길 44 동일빌딩102호,BEST))앵커버터 프렌치토스트,"퐁신하고 부드러운 브리오슈빵으로 만드는 프렌치토스트, 겉은 설탕코팅으로 빠짝 + 속은 푸딩처럼 부드럽고 달달해요 :)",디저트가 맛있어요,커피가 맛있어요,친절해요,매장이 청결해요,음료가 맛있어요
두두스베이커리,베이커리,서울 구로구 구로중앙로 207 1층 142호,소금빵,쫄깃하고 담백한 반죽 속에 무염 버터를 통으로 넣고 돌돌 말아 구운 빵,빵이 맛있어요,친절해요,매장이 청결해요,특별한 메뉴가 있어요,가성비가 좋아요
노브,"카페,디저트",서울 구로구 경인로31길 62 1층,데이베리케이크,인스타그램(@cafeknob)을 통해 문의 주세요!,커피가 맛있어요,디저트가 맛있어요,가성비가 좋아요,친절해요,매장이 청결해요
-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-
다과정,"카페,디저트",서울 구로구 구로중앙로 212,다과빵,*6pcs 기준 *12pcs - 6000원,디저트가 맛있어요,커피가 맛있어요,음료가 맛있어요,특별한 메뉴가 있어요,가성비가 좋아요
아빠의 바게트,베이커리,서울 구로구 천왕로 56 천왕 이펜하우스 3단지,플레인 바게트,,빵이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,가성비가 좋아요
아임버터,"카페,디저트",서울 구로구 경인로 158 상가동 103호,바스크치즈케이크N,"프랑스 명품 크림 치즈가 듬뿍 들어가 부드럽고 꾸덕한 바스크치즈케이크 입니다. 아임버터만의 레시피로, 꾸덕하면서도 크리미한 중독성 있는 식감과 산미 적은 크림치즈의 고소한 풍미를 느껴보세요.",디저트가 맛있어요,특별한 메뉴가 있어요,친절해요,커피가 맛있어요,인테리어가 멋져요
그럼블아카이브,"카페,디저트",서울 구로구 남부순환로105가길 21,오렌지비앙코,상큼하고 달콤한 오렌지과육과 직접만든 오렌지시럽이 들어간 그럼블아카이브의 시그니처 커피.,커피가 맛있어요,친절해요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요
-,-,-,-,-,-,-,-,-,-
할리스 구로디지털단지역점,카페,서울 구로구 디지털로32나길 38,딸기 치즈케익 할리치노,,커피가 맛있어요,음료가 맛있어요,친절해요,대화하기 좋아요,디저트가 맛있어요
배스킨라빈스 신도림점,아이스크림,서울 구로구 경인로 611-7 (신도림동) 1층,패밀리,5가지 맛의 아이스크림이 선택 가능한 패밀리 사이즈!,디저트가 맛있어요,친절해요,매장이 청결해요,특별한 메뉴가 있어요,음료가 맛있어요
나이스카페인클럽 본점,"카페,디저트","서울 구로구 디지털로34길 55 코오롱싸이언스밸리 1, 2차 사이 외부독립건물 126호",다크 아메리카노,원두의 고소한 플레이버와 다크 초콜릿의 진한 쌉쌀함이 조화로운 밸런스를 이루는 커피 블렌드,커피가 맛있어요,친절해요,음료가 맛있어요,가성비가 좋아요,특별한 메뉴가 있어요
moomoo,"카페,디저트",서울 구로구 구로중앙로28길 53-12,에스프레소,,음료가 맛있어요,커피가 맛있어요,친절해요,인테리어가 멋져요,매장이 청결해요
오오디커피랩,"카페,디저트",서울 구로구 고척로27길 38 1층,몽블랑 커피,Oodi Coffee Lab의 Signature 메뉴 몽블랑크림커피입니다.,커피가 맛있어요,친절해요,디저트가 맛있어요,음료가 맛있어요,인테리어가 멋져요
Log coffee roasters,"카페,디저트",서울 구로구 디지털로29길 38 1층 109호 Log coffee roasters,아메리카노/Log2인기,모든 원두는 로스팅 후 일주일 이내 사용 합니다. Log2는 엄선된 과테말라와 케냐 생두를 베이스로 하여 무거운 바디와 긴 단맛 그리고 깔끔한 애프터를 지닌 블랜딩 원두입니다.,커피가 맛있어요,친절해요,음료가 맛있어요,특별한 메뉴가 있어요,매장이 청결해요
투썸플레이스 구로대륭1차점,카페,서울 구로구 디지털로 288 114호,아메리카노,,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,친절해요,매장이 청결해요
아우어베이커리 아이파크몰고척점,베이커리,서울 구로구 경인로43길 49 아이파크몰고척점 1층 D-102호,빨미까레,고소한 버터풍미와 진하고 달콤한 초콜릿 풍미가 인상깊은 시그니처 메뉴,빵이 맛있어요,커피가 맛있어요,특별한 메뉴가 있어요,매장이 청결해요,친절해요
탐앤탐스 신도림점,카페,서울 구로구 경인로 661 신도림1차푸르지오 1층,아메리카노,스페셜티 커피,커피가 맛있어요,음료가 맛있어요,대화하기 좋아요,친절해요,디저트가 맛있어요
힙스터,카페,서울 구로구 경인로33길 15 주차장ㅡ경인로 33길17,"아메리카노 핫(아이스+1,000)",스페셜티만으로 직접 로스팅하여 4대의 그라인더로 제공하는 에스프레소의 순수함,커피가 맛있어요,친절해요,인테리어가 멋져요,음료가 맛있어요,대화하기 좋아요
밀룸,"카페,디저트",서울 구로구 경서로1가길 37 1층 상가,밀룸 두바이 초콜릿,"피스타치오 페이스트, 카다이프, 다크70% 초콜릿",디저트가 맛있어요,친절해요,특별한 메뉴가 있어요,커피가 맛있어요,인테리어가 멋져요
히어로스터 2호점,카페,서울 구로구 경인로 620 1층,아메리카노,,커피가 맛있어요,인테리어가 멋져요,대화하기 좋아요,음료가 맛있어요,디저트가 맛있어요
그린머그,"카페,디저트",서울 구로구 새말로18길 24 1층,하겐다즈크로플,겉바속촉 크로플과 하겐다즈 바닐라 브라운치즈의 조화,커피가 맛있어요,디저트가 맛있어요,음료가 맛있어요,대화하기 좋아요,인테리어가 멋져요
-,-,-,-,-,-,-,-,-,-
데이라이트,"카페,디저트",서울 구로구 새말로18길 64 상가동 1층 107호,다쿠아즈,10가지의 다양한 맛의 수제 다쿠아즈 입니다 😄,디저트가 맛있어요,친절해요,음료가 맛있어요,커피가 맛있어요,가성비가 좋아요
카페큐브,스터디카페,서울 구로구 디지털로34길 55 코오롱밸리2차 지하1층 웍앤코,4인 스터디룸(회의실),최대 4명이 사용할 수 있는 공간으로 스터디 & 회의 가능한 공간입니다.,집중하기 좋아요,좌석이 편해요,룸이 잘 되어있어요,차분한 분위기에요,친절해요
요거트아이스크림의정석 개봉점,"카페,디저트",서울 구로구 개봉로20길 158 상가동 108호,요거트아이스크림1인분,커스텀 기본 아이스크림 1인분 입니다,디저트가 맛있어요,특별한 메뉴가 있어요,음식이 맛있어요,친절해요,메뉴 구성이 알차요
메가MGC커피 동양미래대학점,카페,서울 구로구 경인로47길 26,버터버터 마늘 크로크무슈N,"프랑스산 프레지덩 버터로 만든 식빵 사이에 갈릭 소스, 햄, 치즈를 샌드하고 바삭한 마늘 크런치를 토핑한 한 끼 든든 샌드위치",커피가 맛있어요,가성비가 좋아요,음료가 맛있어요,친절해요,디저트가 맛있어요
도란도란카페,"카페,디저트",서울 구로구 개봉로18길 16 1층,디럭스 샌드위치,"도란도란의 시그니처! 가장 기본이 되는 샌드위치! 햄, 치즈, 계란(후라이), 토마토",커피가 맛있어요,친절해요,디저트가 맛있어요,음료가 맛있어요,대화하기 좋아요
고망고 동양미래대점,"과일,주스전문점",서울 구로구 경인로47길 14 1층,1L망고,,음료가 맛있어요,가성비가 좋아요,디저트가 맛있어요,특별한 메뉴가 있어요,재료가 신선해요
카페 뜰,"카페,디저트",서울 구로구 고척로1길 23 1층,아메리카노 (HOT / ICE),"디저트와 페어링이 좋은 커피, 고소함이 돋보여 넓은 범위의 세대가 즐기기 좋은 음료",커피가 맛있어요,인테리어가 멋져요,디저트가 맛있어요,음료가 맛있어요,친절해요
오피카,"카페,디저트",서울 구로구 디지털로31길 61 1층 102호,[패스오더전용] 100원 아메리카노,"패스오더 앱 설치하면, 최소 주문 금액 없이 100원에 커피 주문+1,500원 쿠폰까지",커피가 맛있어요,디저트가 맛있어요,인테리어가 멋져요,음료가 맛있어요,친절해요
설빙 구로G밸리점,빙수,서울 구로구 디지털로 300,팥인절미설빙,,디저트가 맛있어요,특별한 메뉴가 있어요,커피가 맛있어요,음료가 맛있어요,친절해요
