호텔 포코 성수,3급,서울 성동구 성수이로 96 호텔포코,대중교통이 편해요,친절해요,조용히 쉬기 좋아요,깨끗해요,침구가 좋아요
서울숲스테이,게스트하우스,서울 성동구 왕십리로 108-1 2층,대중교통이 편해요,친절해요,냉난방이 잘돼요,깨끗해요,침구가 좋아요
포레스타 호텔,2급,서울 성동구 무학로2길 51,친절해요,대중교통이 편해요,조용히 쉬기 좋아요,냉난방이 잘돼요,방음이 잘돼요
-,-,-,-,-,-,-,-
호텔컬리넌 왕십리,1성급,서울 성동구 무학로2길 47,침구가 좋아요,방음이 잘돼요,깨끗해요,친절해요,조용히 쉬기 좋아요
라스테이 건대,모텔,서울 성동구 송정6길 19-1 라 스테이,깨끗해요,침구가 좋아요,친절해요,조용히 쉬기 좋아요,인테리어가 멋져요
-,-,-,-,-,-,-,-
아모렉스,3급,서울 성동구 왕십리로20길 19,침구가 좋아요,친절해요,깨끗해요,조용히 쉬기 좋아요,냉난방이 잘돼요
새턴호텔,1성급,서울 성동구 자동차시장1길 29 새턴호텔,깨끗해요,침구가 좋아요,친절해요,방음이 잘돼요,조용히 쉬기 좋아요
호텔쁠랑,호텔,서울 성동구 동일로 219 호텔쁠랑,친절해요,조용히 쉬기 좋아요,즐길 거리가 많아요,호캉스하기 좋아요,인테리어가 멋져요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
리젠트호텔,모텔,서울 성동구 무학로2길 43 청암빌딩,친절해요,깨끗해요,방음이 잘돼요,침구가 좋아요,조용히 쉬기 좋아요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
K그랜드호스텔동대문,호스텔,서울 성동구 왕십리로 339-1,깨끗해요,대중교통이 편해요,친절해요,냉난방이 잘돼요,조용히 쉬기 좋아요
채비스테이 성수점 정성옥,한식,서울 성동구 뚝섬로 337 경배빌딩 1층 정성옥 성수점,음식이 맛있어요,양이 많아요,매장이 넓어요,재료가 신선해요,특별한 메뉴가 있어요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
파레스모텔,모텔,서울 성동구 왕십리로20길 15 파레스모텔,조용히 쉬기 좋아요,침구가 좋아요,깨끗해요,친절해요,방음이 잘돼요
더 스테이 모텔,모텔,서울 성동구 왕십리로20길 9 더스테이 모텔,침구가 좋아요,냉난방이 잘돼요,깨끗해요,대중교통이 편해요,즐길 거리가 많아요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
호텔풀문,모텔,서울 성동구 왕십리로22길 20 호테풀문,깨끗해요,조용히 쉬기 좋아요,친절해요,냉난방이 잘돼요,인테리어가 멋져요
리마크호텔,호텔,서울 성동구 왕십리로20길 17 리마크호텔,조용히 쉬기 좋아요,깨끗해요,친절해요,침구가 좋아요,주차하기 편해요
호텔드가자,모텔,서울 성동구 동일로 217,친절해요,조용히 쉬기 좋아요,깨끗해요,침구가 좋아요,방음이 잘돼요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
코림모텔,모텔,서울 성동구 왕십리로22길 14,조용히 쉬기 좋아요,깨끗해요,친절해요,근처에 갈 곳이 많아요,주차하기 편해요
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-
